id,city,curr_diagnose,sum_diagnose,death,cure,date,note
11178,乌兰察布,1,3,0,2,2020/3/9,
11179,鄂尔多斯,0,11,0,11,2020/3/9,
11180,赤峰,0,9,0,9,2020/3/9,
11181,锡林郭勒盟,0,9,0,9,2020/3/9,
11182,巴彦淖尔,0,8,1,7,2020/3/9,
11183,通辽,0,7,0,7,2020/3/9,
11184,呼伦贝尔,0,7,0,7,2020/3/9,
11185,乌海市,0,2,0,2,2020/3/9,
11186,兴安盟,0,1,0,1,2020/3/9,
11187,儋州,2,15,1,12,2020/3/9,
11188,海口,1,39,0,38,2020/3/9,
11189,三亚,0,54,1,53,2020/3/9,
11190,万宁,0,13,0,13,2020/3/9,
11191,澄迈,0,9,1,8,2020/3/9,
11192,昌江,0,7,0,7,2020/3/9,
11193,琼海,0,6,1,5,2020/3/9,
11194,临高,0,6,0,6,2020/3/9,
11195,陵水,0,4,0,4,2020/3/9,
11196,定安,0,3,1,2,2020/3/9,
11197,文昌,0,3,0,3,2020/3/9,
11198,东方,0,3,1,2,2020/3/9,
11199,保亭,0,3,0,3,2020/3/9,
11200,乐东,0,2,0,2,2020/3/9,
11201,琼中,0,1,0,1,2020/3/9,
11202,宝坻区,1,60,2,57,2020/3/9,
11203,河北区,1,12,0,11,2020/3/9,
11204,津南区,1,2,0,1,2020/3/9,
11205,河东区,0,15,1,14,2020/3/9,
11206,北辰区,0,6,0,6,2020/3/9,
11207,南开区,0,6,0,6,2020/3/9,
11208,和平区,0,6,0,6,2020/3/9,
11209,外地来津人员,0,6,0,6,2020/3/9,
11210,东丽区,0,4,0,4,2020/3/9,
11211,宁河区,0,4,0,4,2020/3/9,
11212,河西区,0,4,0,4,2020/3/9,
11213,西青区,0,4,0,4,2020/3/9,
11214,滨海新区,0,3,0,3,2020/3/9,
11215,武清区,0,2,0,2,2020/3/9,
11216,红桥区,0,2,0,2,2020/3/9,
11217,信阳,1,274,2,271,2020/3/9,
11218,南阳,1,156,3,152,2020/3/9,
11219,周口,1,76,1,74,2020/3/9,
11220,郑州,0,157,5,152,2020/3/9,
11221,驻马店,0,139,0,139,2020/3/9,
11222,商丘,0,91,3,88,2020/3/9,
11223,平顶山,0,58,1,57,2020/3/9,
11224,新乡,0,57,3,54,2020/3/9,
11225,安阳,0,53,0,53,2020/3/9,
11226,许昌,0,39,1,38,2020/3/9,
11227,漯河,0,35,0,35,2020/3/9,
11228,焦作,0,32,1,31,2020/3/9,
11229,洛阳,0,31,1,30,2020/3/9,
11230,开封,0,26,0,26,2020/3/9,
11231,鹤壁,0,19,0,19,2020/3/9,
11232,濮阳,0,17,0,17,2020/3/9,
11233,三门峡,0,7,1,6,2020/3/9,
11234,济源,0,5,0,5,2020/3/9,
11235,曲靖,1,13,0,12,2020/3/9,
11236,德宏州,1,5,0,4,2020/3/9,
11237,昆明,0,53,0,53,2020/3/9,
11238,昭通,0,25,0,25,2020/3/9,
11239,西双版纳,0,15,1,14,2020/3/9,
11240,玉溪,0,14,1,13,2020/3/9,
11241,大理州,0,13,0,13,2020/3/9,
11242,红河州,0,9,0,9,2020/3/9,
11243,保山,0,9,0,9,2020/3/9,
11244,丽江,0,7,0,7,2020/3/9,
11245,普洱,0,4,0,4,2020/3/9,
11246,楚雄州,0,4,0,4,2020/3/9,
11247,文山州,0,2,0,2,2020/3/9,
11248,临沧,0,1,0,1,2020/3/9,
11249,通化,1,6,0,5,2020/3/9,
11250,长春,0,45,0,45,2020/3/9,
11251,四平市,0,15,1,14,2020/3/9,
11252,辽源,0,7,0,7,2020/3/9,
11253,公主岭,0,6,0,6,2020/3/9,
11254,吉林市,0,5,0,5,2020/3/9,
11255,延边,0,5,0,5,2020/3/9,
11256,松原,0,2,0,2,2020/3/9,
11257,梅河口,0,1,0,1,2020/3/9,
11258,白城,0,1,0,1,2020/3/9,
11259,合肥,0,174,1,173,2020/3/9,
11260,蚌埠,0,160,5,155,2020/3/9,
11261,阜阳,0,155,0,155,2020/3/9,
11262,亳州,0,108,0,108,2020/3/9,
11263,安庆,0,83,0,83,2020/3/9,
11264,六安,0,69,0,69,2020/3/9,
11265,宿州,0,41,0,41,2020/3/9,
11266,马鞍山,0,38,0,38,2020/3/9,
11267,芜湖,0,34,0,34,2020/3/9,
11268,铜陵,0,29,0,29,2020/3/9,
11269,淮北,0,27,0,27,2020/3/9,
11270,淮南,0,27,0,27,2020/3/9,
11271,池州,0,17,0,17,2020/3/9,
11272,滁州,0,13,0,13,2020/3/9,
11273,黄山,0,9,0,9,2020/3/9,
11274,宣城,0,6,0,6,2020/3/9,
11275,福州,0,72,1,71,2020/3/9,
11276,莆田,0,56,0,56,2020/3/9,
11277,泉州,0,47,0,47,2020/3/9,
11278,厦门,0,35,0,35,2020/3/9,
11279,宁德,0,26,0,26,2020/3/9,
11280,漳州,0,20,0,20,2020/3/9,
11281,南平,0,20,0,20,2020/3/9,
11282,三明,0,14,0,14,2020/3/9,
11283,龙岩,0,6,0,6,2020/3/9,
11284,乌鲁木齐,0,23,0,23,2020/3/9,
11285,伊犁州,0,18,0,18,2020/3/9,
11286,兵团第四师,0,10,1,9,2020/3/9,
11287,兵团第八师石河子市,0,4,1,3,2020/3/9,
11288,兵团第九师,0,4,1,3,2020/3/9,
11289,昌吉州,0,4,0,4,2020/3/9,
11290,吐鲁番市,0,3,0,3,2020/3/9,
11291,巴州,0,3,0,3,2020/3/9,
11292,兵团第十二师,0,3,0,3,2020/3/9,
11293,兵团第六师五家渠市,0,2,0,2,2020/3/9,
11294,兵团第七师,0,1,0,1,2020/3/9,
11295,阿克苏地区,0,1,0,1,2020/3/9,
11296,西宁,0,15,0,15,2020/3/9,
11297,海北州,0,3,0,3,2020/3/9,
11298,拉萨,0,1,0,1,2020/3/9,
11299,武汉,15586,49965,2404,31975,2020/3/10,
11300,孝感,281,3518,126,3111,2020/3/10,
11301,鄂州,261,1394,54,1079,2020/3/10,
11302,随州,137,1307,44,1126,2020/3/10,
11303,宜昌,125,931,34,772,2020/3/10,
11304,黄冈,118,2907,125,2664,2020/3/10,
11305,荆州,100,1580,49,1431,2020/3/10,
11306,荆门,100,928,39,789,2020/3/10,
11307,十堰,68,672,8,596,2020/3/10,
11308,黄石,67,1015,37,911,2020/3/10,
11309,襄阳,65,1175,38,1072,2020/3/10,
11310,仙桃,35,575,22,518,2020/3/10,
11311,咸宁,14,836,14,808,2020/3/10,
11312,恩施州,13,252,6,233,2020/3/10,
11313,潜江,13,198,9,176,2020/3/10,
11314,天门,10,496,15,471,2020/3/10,
11315,神农架林区,0,11,0,11,2020/3/10,
11316,朝阳区,-1,72,0,0,2020/3/10,
11317,海淀区,-1,63,0,0,2020/3/10,
11318,西城区,-1,53,0,0,2020/3/10,
11319,丰台区,-1,43,0,3,2020/3/10,
11320,大兴区,-1,39,0,16,2020/3/10,
11321,外地来京人员,-1,25,0,2,2020/3/10,
11322,境外输入人员,-1,20,0,0,2020/3/10,
11323,昌平区,-1,29,0,10,2020/3/10,
11324,通州区,-1,19,0,1,2020/3/10,
11325,房山区,-1,16,0,3,2020/3/10,
11326,东城区,-1,14,0,1,2020/3/10,
11327,石景山区,-1,14,0,1,2020/3/10,
11328,顺义区,-1,10,0,0,2020/3/10,
11329,怀柔区,-1,7,0,0,2020/3/10,
11330,密云区,-1,7,0,0,2020/3/10,
11331,门头沟区,-1,3,0,2,2020/3/10,
11332,延庆区,-1,1,0,0,2020/3/10,
11333,深圳,35,419,3,381,2020/3/10,
11334,广州,21,347,1,325,2020/3/10,
11335,佛山,6,84,0,78,2020/3/10,
11336,中山,4,66,0,62,2020/3/10,
11337,东莞,3,100,1,96,2020/3/10,
11338,汕头,1,25,0,24,2020/3/10,
11339,梅州,1,16,0,15,2020/3/10,
11340,珠海,0,98,1,97,2020/3/10,
11341,惠州,0,62,0,62,2020/3/10,
11342,江门,0,23,0,23,2020/3/10,
11343,湛江,0,22,0,22,2020/3/10,
11344,肇庆,0,19,1,18,2020/3/10,
11345,阳江,0,14,0,14,2020/3/10,
11346,茂名,0,14,0,14,2020/3/10,
11347,清远,0,12,0,12,2020/3/10,
11348,韶关,0,10,1,9,2020/3/10,
11349,揭阳,0,8,0,8,2020/3/10,
11350,汕尾,0,5,0,5,2020/3/10,
11351,潮州,0,5,0,5,2020/3/10,
11352,河源,0,4,0,4,2020/3/10,
11353,成都,33,144,3,108,2020/3/10,
11354,甘孜州,7,78,0,71,2020/3/10,
11355,巴中,3,24,0,21,2020/3/10,
11356,广安,2,30,0,28,2020/3/10,
11357,绵阳,2,22,0,20,2020/3/10,
11358,达州,1,42,0,41,2020/3/10,
11359,内江,1,22,0,21,2020/3/10,
11360,眉山,1,8,0,7,2020/3/10,
11361,雅安,1,7,0,6,2020/3/10,
11362,资阳,1,4,0,3,2020/3/10,
11363,南充,0,39,0,39,2020/3/10,
11364,泸州,0,24,0,24,2020/3/10,
11365,德阳,0,18,0,18,2020/3/10,
11366,遂宁,0,17,0,17,2020/3/10,
11367,攀枝花,0,16,0,16,2020/3/10,
11368,凉山州,0,13,0,13,2020/3/10,
11369,宜宾,0,12,0,12,2020/3/10,
11370,自贡,0,9,0,9,2020/3/10,
11371,广元,0,6,0,6,2020/3/10,
11372,乐山,0,3,0,3,2020/3/10,
11373,阿坝州,0,1,0,1,2020/3/10,
11374,境外输入人员,34,34,0,0,2020/3/10,
11375,定西,1,9,0,8,2020/3/10,
11376,兰州,0,36,2,34,2020/3/10,
11377,天水,0,12,0,12,2020/3/10,
11378,平凉,0,9,0,9,2020/3/10,
11379,甘南,0,8,0,8,2020/3/10,
11380,白银,0,4,0,4,2020/3/10,
11381,陇南,0,4,0,4,2020/3/10,
11382,庆阳,0,3,0,3,2020/3/10,
11383,临夏,0,3,0,3,2020/3/10,
11384,张掖,0,2,0,2,2020/3/10,
11385,金昌,0,1,0,1,2020/3/10,
11386,哈尔滨,15,198,4,179,2020/3/10,
11387,双鸭山,3,52,3,46,2020/3/10,
11388,绥化,3,47,4,40,2020/3/10,
11389,鸡西,3,46,0,43,2020/3/10,
11390,齐齐哈尔,2,43,1,40,2020/3/10,
11391,大庆,2,26,1,23,2020/3/10,
11392,牡丹江,2,15,0,13,2020/3/10,
11393,七台河,1,17,0,16,2020/3/10,
11394,黑河,1,14,0,13,2020/3/10,
11395,鹤岗,1,5,0,4,2020/3/10,
11396,大兴安岭,1,3,0,2,2020/3/10,
11397,佳木斯,0,15,0,15,2020/3/10,
11398,伊春,0,1,0,1,2020/3/10,
11399,济宁,18,260,0,242,2020/3/10,
11400,烟台,3,47,0,44,2020/3/10,
11401,德州,3,37,2,32,2020/3/10,
11402,淄博,3,30,1,26,2020/3/10,
11403,济南,2,47,0,45,2020/3/10,
11404,威海,2,38,0,36,2020/3/10,
11405,青岛,1,60,1,58,2020/3/10,
11406,临沂,1,49,0,48,2020/3/10,
11407,潍坊,0,44,0,44,2020/3/10,
11408,聊城,0,38,0,38,2020/3/10,
11409,泰安,0,35,2,33,2020/3/10,
11410,枣庄,0,24,0,24,2020/3/10,
11411,菏泽,0,18,0,18,2020/3/10,
11412,日照,0,16,0,16,2020/3/10,
11413,滨州,0,15,0,15,2020/3/10,
11414,长寿区,4,22,0,18,2020/3/10,
11415,潼南区,3,18,0,15,2020/3/10,
11416,万州区,2,118,4,112,2020/3/10,
11417,江北区,2,28,0,26,2020/3/10,
11418,綦江区,2,23,0,21,2020/3/10,
11419,九龙坡区,2,21,1,18,2020/3/10,
11420,丰都县,2,10,0,8,2020/3/10,
11421,两江新区,1,17,0,16,2020/3/10,
11422,南岸区,1,15,0,14,2020/3/10,
11423,大足区,1,14,0,13,2020/3/10,
11424,铜梁区,1,10,0,9,2020/3/10,
11425,沙坪坝区,1,9,0,8,2020/3/10,
11426,荣昌区,1,9,0,8,2020/3/10,
11427,云阳县,0,25,0,25,2020/3/10,
11428,合川区,0,23,0,23,2020/3/10,
11429,奉节县,0,22,0,22,2020/3/10,
11430,开州区,0,21,1,20,2020/3/10,
11431,忠县,0,21,0,21,2020/3/10,
11432,渝中区,0,20,0,20,2020/3/10,
11433,垫江县,0,20,0,20,2020/3/10,
11434,渝北区,0,17,0,17,2020/3/10,
11435,石柱县,0,15,0,15,2020/3/10,
11436,巫溪县,0,14,0,14,2020/3/10,
11437,巫山县,0,10,0,10,2020/3/10,
11438,璧山区,0,9,0,9,2020/3/10,
11439,大渡口区,0,7,0,7,2020/3/10,
11440,巴南区,0,6,0,6,2020/3/10,
11441,涪陵区,0,5,0,5,2020/3/10,
11442,永川区,0,5,0,5,2020/3/10,
11443,江津区,0,4,0,4,2020/3/10,
11444,梁平区,0,4,0,4,2020/3/10,
11445,高新区,0,4,0,4,2020/3/10,
11446,黔江区,0,2,0,2,2020/3/10,
11447,城口县,0,2,0,2,2020/3/10,
11448,彭水县,0,2,0,2,2020/3/10,
11449,武隆区,0,1,0,1,2020/3/10,
11450,秀山县,0,1,0,1,2020/3/10,
11451,酉阳县,0,1,0,1,2020/3/10,
11452,万盛经开区,0,1,0,1,2020/3/10,
11453,外地来沪人员,7,111,1,103,2020/3/10,
11454,境外输入人员,6,6,0,0,2020/3/10,
11455,浦东新区,3,61,0,58,2020/3/10,
11456,宝山区,2,21,0,19,2020/3/10,
11457,静安区,2,16,0,14,2020/3/10,
11458,嘉定区,2,9,0,7,2020/3/10,
11459,徐汇区,1,18,0,17,2020/3/10,
11460,黄浦区,1,6,0,5,2020/3/10,
11461,闵行区,0,19,0,19,2020/3/10,
11462,松江区,0,14,0,14,2020/3/10,
11463,长宁区,0,13,0,13,2020/3/10,
11464,普陀区,0,11,0,11,2020/3/10,
11465,杨浦区,0,9,0,9,2020/3/10,
11466,奉贤区,0,9,0,9,2020/3/10,
11467,虹口区,0,7,0,7,2020/3/10,
11468,青浦区,0,6,0,6,2020/3/10,
11469,金山区,0,4,0,4,2020/3/10,
11470,崇明区,0,4,0,4,2020/3/10,
11471,丽水,8,25,0,17,2020/3/10,
11472,温州,4,504,1,499,2020/3/10,
11473,杭州,2,169,0,167,2020/3/10,
11474,台州,2,146,0,144,2020/3/10,
11475,嘉兴,2,45,0,43,2020/3/10,
11476,湖州,2,12,0,10,2020/3/10,
11477,绍兴,1,42,0,41,2020/3/10,
11478,宁波,0,157,0,157,2020/3/10,
11479,金华,0,55,0,55,2020/3/10,
11480,省十里丰监狱,0,36,0,36,2020/3/10,
11481,衢州,0,14,0,14,2020/3/10,
11482,舟山,0,10,0,10,2020/3/10,
11483,长沙,11,242,2,229,2020/3/10,
11484,株洲,3,80,0,77,2020/3/10,
11485,岳阳,2,156,1,153,2020/3/10,
11486,娄底,2,76,0,74,2020/3/10,
11487,邵阳,1,102,1,100,2020/3/10,
11488,常德,0,82,0,82,2020/3/10,
11489,益阳,0,60,0,60,2020/3/10,
11490,衡阳,0,48,0,48,2020/3/10,
11491,永州,0,44,0,44,2020/3/10,
11492,怀化,0,40,0,40,2020/3/10,
11493,郴州,0,39,0,39,2020/3/10,
11494,湘潭,0,36,0,36,2020/3/10,
11495,湘西自治州,0,8,0,8,2020/3/10,
11496,张家界,0,5,0,5,2020/3/10,
11497,西安,11,120,1,108,2020/3/10,
11498,渭南,2,15,0,13,2020/3/10,
11499,安康,1,26,0,25,2020/3/10,
11500,汉中,1,26,0,25,2020/3/10,
11501,咸阳,1,17,0,16,2020/3/10,
11502,铜川,1,8,0,7,2020/3/10,
11503,宝鸡,0,13,0,13,2020/3/10,
11504,延安,0,8,0,8,2020/3/10,
11505,商洛,0,7,0,7,2020/3/10,
11506,榆林,0,3,0,3,2020/3/10,
11507,韩城,0,1,0,1,2020/3/10,
11508,杨凌,0,1,0,1,2020/3/10,
11509,贵阳,6,36,1,29,2020/3/10,
11510,遵义,4,32,0,28,2020/3/10,
11511,毕节,3,23,0,20,2020/3/10,
11512,黔南州,1,17,0,16,2020/3/10,
11513,六盘水,1,10,1,8,2020/3/10,
11514,铜仁,0,10,0,10,2020/3/10,
11515,黔东南州,0,10,0,10,2020/3/10,
11516,安顺,0,4,0,4,2020/3/10,
11517,黔西南州,0,4,0,4,2020/3/10,
11518,河池,3,28,1,24,2020/3/10,
11519,防城港,3,19,0,16,2020/3/10,
11520,北海,2,44,1,41,2020/3/10,
11521,柳州,2,24,0,22,2020/3/10,
11522,来宾,2,11,0,9,2020/3/10,
11523,南宁,1,55,0,54,2020/3/10,
11524,桂林,0,32,0,32,2020/3/10,
11525,玉林,0,11,0,11,2020/3/10,
11526,钦州,0,8,0,8,2020/3/10,
11527,贵港,0,8,0,8,2020/3/10,
11528,梧州,0,5,0,5,2020/3/10,
11529,贺州,0,4,0,4,2020/3/10,
11530,百色,0,3,0,3,2020/3/10,
11531,丹东,4,11,0,7,2020/3/10,
11532,大连,3,19,0,16,2020/3/10,
11533,沈阳,2,28,0,26,2020/3/10,
11534,葫芦岛,2,12,1,9,2020/3/10,
11535,铁岭,1,7,0,6,2020/3/10,
11536,朝阳,1,6,0,5,2020/3/10,
11537,锦州,0,12,0,12,2020/3/10,
11538,盘锦,0,11,0,11,2020/3/10,
11539,阜新,0,8,0,8,2020/3/10,
11540,鞍山,0,4,0,4,2020/3/10,
11541,本溪,0,3,0,3,2020/3/10,
11542,辽阳,0,3,0,3,2020/3/10,
11543,营口,0,1,0,1,2020/3/10,
11544,张家口,3,41,0,38,2020/3/10,
11545,唐山,2,58,1,55,2020/3/10,
11546,沧州,0,48,3,45,2020/3/10,
11547,保定,0,32,0,32,2020/3/10,
11548,邯郸,0,32,0,32,2020/3/10,
11549,廊坊,0,30,0,30,2020/3/10,
11550,石家庄,0,29,0,29,2020/3/10,
11551,邢台,0,23,1,22,2020/3/10,
11552,秦皇岛,0,10,1,9,2020/3/10,
11553,衡水,0,8,0,8,2020/3/10,
11554,承德,0,7,0,7,2020/3/10,
11555,无锡,3,55,0,52,2020/3/10,
11556,徐州,1,79,0,78,2020/3/10,
11557,南京,0,93,0,93,2020/3/10,
11558,苏州,0,87,0,87,2020/3/10,
11559,淮安,0,66,0,66,2020/3/10,
11560,常州,0,51,0,51,2020/3/10,
11561,连云港,0,48,0,48,2020/3/10,
11562,南通,0,40,0,40,2020/3/10,
11563,泰州,0,37,0,37,2020/3/10,
11564,盐城,0,27,0,27,2020/3/10,
11565,扬州,0,23,0,23,2020/3/10,
11566,宿迁,0,13,0,13,2020/3/10,
11567,镇江,0,12,0,12,2020/3/10,
11568,银川,2,36,0,34,2020/3/10,
11569,吴忠,1,28,0,27,2020/3/10,
11570,中卫,1,4,0,3,2020/3/10,
11571,固原,0,5,0,5,2020/3/10,
11572,宁东,0,1,0,1,2020/3/10,
11573,石嘴山,0,1,0,1,2020/3/10,
11574,包头,2,11,0,9,2020/3/10,
11575,呼和浩特,1,7,0,6,2020/3/10,
11576,乌兰察布,1,3,0,2,2020/3/10,
11577,鄂尔多斯,0,11,0,11,2020/3/10,
11578,赤峰,0,9,0,9,2020/3/10,
11579,锡林郭勒盟,0,9,0,9,2020/3/10,
11580,巴彦淖尔,0,8,1,7,2020/3/10,
11581,通辽,0,7,0,7,2020/3/10,
11582,呼伦贝尔,0,7,0,7,2020/3/10,
11583,乌海市,0,2,0,2,2020/3/10,
11584,兴安盟,0,1,0,1,2020/3/10,
11585,儋州,2,15,1,12,2020/3/10,
11586,海口,1,39,0,38,2020/3/10,
11587,三亚,0,54,1,53,2020/3/10,
11588,万宁,0,13,0,13,2020/3/10,
11589,澄迈,0,9,1,8,2020/3/10,
11590,昌江,0,7,0,7,2020/3/10,
11591,琼海,0,6,1,5,2020/3/10,
11592,临高,0,6,0,6,2020/3/10,
11593,陵水,0,4,0,4,2020/3/10,
11594,定安,0,3,1,2,2020/3/10,
11595,文昌,0,3,0,3,2020/3/10,
11596,东方,0,3,1,2,2020/3/10,
11597,保亭,0,3,0,3,2020/3/10,
11598,乐东,0,2,0,2,2020/3/10,
11599,琼中,0,1,0,1,2020/3/10,
11600,南昌,1,230,0,229,2020/3/10,
11601,九江,1,118,0,117,2020/3/10,
11602,新余,0,130,0,130,2020/3/10,
11603,上饶,0,123,0,123,2020/3/10,
11604,宜春,0,106,0,106,2020/3/10,
11605,赣州,0,76,1,75,2020/3/10,
11606,抚州,0,72,0,72,2020/3/10,
11607,萍乡,0,33,0,33,2020/3/10,
11608,吉安,0,22,0,22,2020/3/10,
11609,鹰潭,0,18,0,18,2020/3/10,
11610,景德镇,0,6,0,6,2020/3/10,
11611,赣江新区,0,1,0,1,2020/3/10,
11612,曲靖,1,13,0,12,2020/3/10,
11613,德宏州,1,5,0,4,2020/3/10,
11614,昆明,0,53,0,53,2020/3/10,
11615,昭通,0,25,0,25,2020/3/10,
11616,西双版纳,0,15,1,14,2020/3/10,
11617,玉溪,0,14,1,13,2020/3/10,
11618,大理州,0,13,0,13,2020/3/10,
11619,红河州,0,9,0,9,2020/3/10,
11620,保山,0,9,0,9,2020/3/10,
11621,丽江,0,7,0,7,2020/3/10,
11622,普洱,0,4,0,4,2020/3/10,
11623,楚雄州,0,4,0,4,2020/3/10,
11624,文山州,0,2,0,2,2020/3/10,
11625,临沧,0,1,0,1,2020/3/10,
11626,宝坻区,1,60,2,57,2020/3/10,
11627,河北区,1,12,0,11,2020/3/10,
11628,河东区,0,15,1,14,2020/3/10,
11629,北辰区,0,6,0,6,2020/3/10,
11630,南开区,0,6,0,6,2020/3/10,
11631,和平区,0,6,0,6,2020/3/10,
11632,外地来津人员,0,6,0,6,2020/3/10,
11633,东丽区,0,4,0,4,2020/3/10,
11634,宁河区,0,4,0,4,2020/3/10,
11635,河西区,0,4,0,4,2020/3/10,
11636,西青区,0,4,0,4,2020/3/10,
11637,滨海新区,0,3,0,3,2020/3/10,
11638,武清区,0,2,0,2,2020/3/10,
11639,红桥区,0,2,0,2,2020/3/10,
11640,津南区,0,2,0,2,2020/3/10,
11641,晋中,1,37,0,36,2020/3/10,
11642,大同,1,12,0,11,2020/3/10,
11643,太原,0,20,0,20,2020/3/10,
11644,运城,0,19,0,19,2020/3/10,
11645,晋城,0,10,0,10,2020/3/10,
11646,长治,0,8,0,8,2020/3/10,
11647,朔州,0,8,0,8,2020/3/10,
11648,忻州,0,7,0,7,2020/3/10,
11649,吕梁,0,6,0,6,2020/3/10,
11650,阳泉,0,4,0,4,2020/3/10,
11651,临汾,0,2,0,2,2020/3/10,
11652,信阳,1,274,2,271,2020/3/10,
11653,南阳,1,156,3,152,2020/3/10,
11654,周口,1,76,1,74,2020/3/10,
11655,郑州,0,157,5,152,2020/3/10,
11656,驻马店,0,139,0,139,2020/3/10,
11657,商丘,0,91,3,88,2020/3/10,
11658,平顶山,0,58,1,57,2020/3/10,
11659,新乡,0,57,3,54,2020/3/10,
11660,安阳,0,53,0,53,2020/3/10,
11661,许昌,0,39,1,38,2020/3/10,
11662,漯河,0,35,0,35,2020/3/10,
11663,焦作,0,32,1,31,2020/3/10,
11664,洛阳,0,31,1,30,2020/3/10,
11665,开封,0,26,0,26,2020/3/10,
11666,鹤壁,0,19,0,19,2020/3/10,
11667,濮阳,0,17,0,17,2020/3/10,
11668,三门峡,0,7,1,6,2020/3/10,
11669,济源,0,5,0,5,2020/3/10,
11670,通化,1,6,0,5,2020/3/10,
11671,长春,0,45,0,45,2020/3/10,
11672,四平市,0,15,1,14,2020/3/10,
11673,辽源,0,7,0,7,2020/3/10,
11674,公主岭,0,6,0,6,2020/3/10,
11675,吉林市,0,5,0,5,2020/3/10,
11676,延边,0,5,0,5,2020/3/10,
11677,松原,0,2,0,2,2020/3/10,
11678,梅河口,0,1,0,1,2020/3/10,
11679,白城,0,1,0,1,2020/3/10,
11680,武汉,13462,49986,2430,34094,2020/3/11,
11681,孝感,213,3518,126,3179,2020/3/11,
11682,鄂州,178,1394,55,1161,2020/3/11,
11683,随州,95,1307,45,1167,2020/3/11,
11684,荆州,79,1580,49,1452,2020/3/11,
11685,黄冈,77,2907,125,2705,2020/3/11,
11686,宜昌,61,931,36,834,2020/3/11,
11687,黄石,56,1015,38,921,2020/3/11,
11688,荆门,55,928,39,834,2020/3/11,
11689,十堰,50,672,8,614,2020/3/11,
11690,仙桃,33,575,22,520,2020/3/11,
11691,襄阳,32,1175,38,1105,2020/3/11,
11692,咸宁,10,836,14,812,2020/3/11,
11693,恩施州,10,252,7,235,2020/3/11,
11694,潜江,9,198,9,180,2020/3/11,
11695,天门,7,496,15,474,2020/3/11,
11696,神农架林区,0,11,0,11,2020/3/11,
11697,朝阳区,-1,72,0,0,2020/3/11,
11698,海淀区,-1,63,0,0,2020/3/11,
11699,西城区,-1,53,0,0,2020/3/11,
11700,丰台区,-1,43,0,3,2020/3/11,
11701,大兴区,-1,39,0,16,2020/3/11,
11702,外地来京人员,-1,25,0,2,2020/3/11,
11703,境外输入人员,-1,20,0,0,2020/3/11,
11704,昌平区,-1,29,0,10,2020/3/11,
11705,通州区,-1,19,0,1,2020/3/11,
11706,房山区,-1,16,0,3,2020/3/11,
11707,东城区,-1,14,0,1,2020/3/11,
11708,石景山区,-1,14,0,1,2020/3/11,
11709,顺义区,-1,10,0,0,2020/3/11,
11710,怀柔区,-1,7,0,0,2020/3/11,
11711,密云区,-1,7,0,0,2020/3/11,
11712,门头沟区,-1,3,0,2,2020/3/11,
11713,延庆区,-1,1,0,0,2020/3/11,
11714,深圳,36,420,3,381,2020/3/11,
11715,广州,21,347,1,325,2020/3/11,
11716,佛山,6,84,0,78,2020/3/11,
11717,中山,6,68,0,62,2020/3/11,
11718,东莞,3,100,1,96,2020/3/11,
11719,汕头,1,25,0,24,2020/3/11,
11720,梅州,1,16,0,15,2020/3/11,
11721,珠海,0,98,1,97,2020/3/11,
11722,惠州,0,62,0,62,2020/3/11,
11723,江门,0,23,0,23,2020/3/11,
11724,湛江,0,22,0,22,2020/3/11,
11725,肇庆,0,19,1,18,2020/3/11,
11726,阳江,0,14,0,14,2020/3/11,
11727,茂名,0,14,0,14,2020/3/11,
11728,清远,0,12,0,12,2020/3/11,
11729,韶关,0,10,1,9,2020/3/11,
11730,揭阳,0,8,0,8,2020/3/11,
11731,汕尾,0,5,0,5,2020/3/11,
11732,潮州,0,5,0,5,2020/3/11,
11733,河源,0,4,0,4,2020/3/11,
11734,成都,28,144,3,113,2020/3/11,
11735,甘孜州,4,78,0,74,2020/3/11,
11736,巴中,3,24,0,21,2020/3/11,
11737,广安,2,30,0,28,2020/3/11,
11738,绵阳,2,22,0,20,2020/3/11,
11739,达州,1,42,0,41,2020/3/11,
11740,眉山,1,8,0,7,2020/3/11,
11741,资阳,1,4,0,3,2020/3/11,
11742,南充,0,39,0,39,2020/3/11,
11743,泸州,0,24,0,24,2020/3/11,
11744,内江,0,22,0,22,2020/3/11,
11745,德阳,0,18,0,18,2020/3/11,
11746,遂宁,0,17,0,17,2020/3/11,
11747,攀枝花,0,16,0,16,2020/3/11,
11748,凉山州,0,13,0,13,2020/3/11,
11749,宜宾,0,12,0,12,2020/3/11,
11750,自贡,0,9,0,9,2020/3/11,
11751,雅安,0,7,0,7,2020/3/11,
11752,广元,0,6,0,6,2020/3/11,
11753,乐山,0,3,0,3,2020/3/11,
11754,阿坝州,0,1,0,1,2020/3/11,
11755,境外输入人员,36,36,0,0,2020/3/11,
11756,定西,1,9,0,8,2020/3/11,
11757,兰州,0,36,2,34,2020/3/11,
11758,天水,0,12,0,12,2020/3/11,
11759,平凉,0,9,0,9,2020/3/11,
11760,甘南,0,8,0,8,2020/3/11,
11761,白银,0,4,0,4,2020/3/11,
11762,陇南,0,4,0,4,2020/3/11,
11763,庆阳,0,3,0,3,2020/3/11,
11764,临夏,0,3,0,3,2020/3/11,
11765,张掖,0,2,0,2,2020/3/11,
11766,金昌,0,1,0,1,2020/3/11,
11767,哈尔滨,12,198,4,182,2020/3/11,
