id,city,curr_diagnose,sum_diagnose,death,cure,date,note
1,武汉,30035,32994,1036,1923,2020/2/12,
2,孝感,2618,2874,49,207,2020/2/12,
3,黄冈,2177,2662,58,427,2020/2/12,
4,荆州,1306,1431,23,102,2020/2/12,
5,随州,1084,1160,14,62,2020/2/12,
6,襄阳,1022,1101,13,66,2020/2/12,
7,鄂州,940,1065,30,95,2020/2/12,
8,荆门,811,927,24,92,2020/2/12,
9,黄石,787,911,9,115,2020/2/12,
10,宜昌,727,810,11,72,2020/2/12,
11,十堰,480,562,0,81,2020/2/12,
12,咸宁,443,534,7,84,2020/2/12,
13,仙桃,416,480,16,48,2020/2/12,
14,天门,339,362,10,13,2020/2/12,
15,恩施州,177,229,4,48,2020/2/12,
16,潜江,81,94,5,8,2020/2/12,
17,神农架林区,2,10,0,8,2020/2/12,
18,深圳,309,391,0,82,2020/2/12,
19,广州,256,327,0,71,2020/2/12,
20,珠海,68,89,0,21,2020/2/12,
21,佛山,64,81,0,17,2020/2/12,
22,东莞,63,70,0,7,2020/2/12,
23,中山,42,64,0,22,2020/2/12,
24,惠州,48,55,0,7,2020/2/12,
25,汕头,17,25,0,8,2020/2/12,
26,江门,18,22,0,4,2020/2/12,
27,湛江,12,21,0,9,2020/2/12,
28,肇庆,8,16,0,7,2020/2/12,
29,阳江,8,13,0,5,2020/2/12,
30,梅州,8,13,0,5,2020/2/12,
31,茂名,11,13,0,2,2020/2/12,
32,清远,7,12,0,5,2020/2/12,
33,韶关,5,8,0,3,2020/2/12,
34,揭阳,5,8,0,3,2020/2/12,
35,汕尾,4,5,0,1,2020/2/12,
36,潮州,5,5,0,0,2020/2/12,
37,河源,2,3,0,1,2020/2/12,
38,信阳,191,240,0,49,2020/2/12,
39,南阳,105,145,2,38,2020/2/12,
40,郑州,94,141,0,47,2020/2/12,
41,驻马店,95,134,0,39,2020/2/12,
42,商丘,60,87,2,25,2020/2/12,
43,周口,48,68,0,20,2020/2/12,
44,平顶山,36,56,1,19,2020/2/12,
45,新乡,45,54,0,7,2020/2/12,
46,安阳,37,50,0,13,2020/2/12,
47,许昌,31,34,0,3,2020/2/12,
48,漯河,27,33,0,6,2020/2/12,
49,洛阳,26,30,0,4,2020/2/12,
50,焦作,23,29,1,5,2020/2/12,
51,开封,22,25,0,3,2020/2/12,
52,鹤壁,15,19,0,4,2020/2/12,
53,濮阳,12,13,0,1,2020/2/12,
54,三门峡,4,7,0,3,2020/2/12,
55,济源,4,4,0,0,2020/2/12,
56,温州,350,490,0,140,2020/2/12,
57,杭州,99,162,0,63,2020/2/12,
58,宁波,118,153,0,35,2020/2/12,
59,台州,95,144,0,49,2020/2/12,
60,金华,32,55,0,23,2020/2/12,
61,嘉兴,34,42,0,8,2020/2/12,
62,绍兴,26,41,0,15,2020/2/12,
63,衢州,13,21,0,8,2020/2/12,
64,丽水,8,17,0,9,2020/2/12,
65,舟山,5,10,0,5,2020/2/12,
66,湖州,6,10,0,4,2020/2/12,
67,长沙,165,228,0,63,2020/2/12,
68,岳阳,105,148,1,42,2020/2/12,
69,邵阳,57,99,0,41,2020/2/12,
70,常德,51,77,0,26,2020/2/12,
71,株洲,61,75,0,14,2020/2/12,
72,娄底,50,72,0,22,2020/2/12,
73,益阳,37,59,0,22,2020/2/12,
74,衡阳,22,45,0,23,2020/2/12,
75,永州,25,43,0,18,2020/2/12,
76,怀化,16,39,0,23,2020/2/12,
77,郴州,23,38,0,15,2020/2/12,
78,湘潭,20,32,0,12,2020/2/12,
79,湘西自治州,2,8,0,6,2020/2/12,
80,张家界,2,5,0,3,2020/2/12,
81,合肥,132,161,1,28,2020/2/12,
82,蚌埠,140,146,4,2,2020/2/12,
83,阜阳,125,142,0,17,2020/2/12,
84,亳州,84,100,0,16,2020/2/12,
85,安庆,51,80,0,29,2020/2/12,
86,六安,57,60,0,3,2020/2/12,
87,宿州,30,38,0,8,2020/2/12,
88,马鞍山,24,32,0,8,2020/2/12,
89,芜湖,27,31,0,4,2020/2/12,
90,铜陵,18,28,0,10,2020/2/12,
91,淮北,19,25,0,6,2020/2/12,
92,淮南,17,23,0,6,2020/2/12,
93,池州,13,16,0,3,2020/2/12,
94,滁州,9,13,0,4,2020/2/12,
95,黄山,8,9,0,1,2020/2/12,
96,宣城,2,6,0,4,2020/2/12,
97,南昌,149,210,0,61,2020/2/12,
98,新余,93,121,0,28,2020/2/12,
99,上饶,102,119,0,17,2020/2/12,
100,九江,95,109,0,14,2020/2/12,
101,宜春,79,95,0,16,2020/2/12,
102,赣州,65,76,1,10,2020/2/12,
103,抚州,55,69,0,14,2020/2/12,
104,萍乡,27,29,0,2,2020/2/12,
105,吉安,15,20,0,5,2020/2/12,
106,鹰潭,16,18,0,2,2020/2/12,
107,景德镇,4,5,0,1,2020/2/12,
108,赣江新区,1,1,0,0,2020/2/12,
109,南京,66,90,0,24,2020/2/12,
110,苏州,68,85,0,17,2020/2/12,
111,徐州,55,71,0,16,2020/2/12,
112,淮安,45,51,0,6,2020/2/12,
113,无锡,41,49,0,8,2020/2/12,
114,连云港,36,42,0,6,2020/2/12,
115,南通,28,38,0,10,2020/2/12,
116,常州,27,38,0,11,2020/2/12,
117,泰州,22,37,0,15,2020/2/12,
118,盐城,19,25,0,6,2020/2/12,
119,扬州,14,20,0,6,2020/2/12,
120,镇江,10,12,0,2,2020/2/12,
121,宿迁,6,12,0,6,2020/2/12,
122,万州区,79,103,1,23,2020/2/12,
123,江北区,23,25,0,2,2020/2/12,
124,云阳县,10,22,0,12,2020/2/12,
125,合川区,17,21,0,4,2020/2/12,
126,綦江区,20,21,0,1,2020/2/12,
127,九龙坡区,16,20,1,3,2020/2/12,
128,开州区,8,20,1,11,2020/2/12,
129,垫江县,19,20,0,1,2020/2/12,
130,渝中区,19,20,0,1,2020/2/12,
131,忠县,12,19,0,7,2020/2/12,
132,奉节县,17,19,0,2,2020/2/12,
133,长寿区,9,17,0,8,2020/2/12,
134,两江新区,14,17,0,3,2020/2/12,
135,潼南区,16,16,0,0,2020/2/12,
136,渝北区,12,15,0,3,2020/2/12,
137,大足区,13,14,0,1,2020/2/12,
138,石柱县,11,14,0,3,2020/2/12,
139,南岸区,13,14,0,1,2020/2/12,
140,巫溪县,6,13,0,7,2020/2/12,
141,丰都县,9,10,0,1,2020/2/12,
142,巫山县,5,10,0,5,2020/2/12,
143,璧山区,6,8,0,2,2020/2/12,
144,铜梁区,8,8,0,0,2020/2/12,
145,荣昌区,8,8,0,0,2020/2/12,
146,沙坪坝区,8,8,0,0,2020/2/12,
147,大渡口区,4,7,0,3,2020/2/12,
148,巴南区,5,6,0,1,2020/2/12,
149,永川区,4,5,0,1,2020/2/12,
150,江津区,3,4,0,1,2020/2/12,
151,梁平区,2,4,0,2,2020/2/12,
152,高新区,4,4,0,0,2020/2/12,
153,涪陵区,3,3,0,0,2020/2/12,
154,城口县,0,2,0,2,2020/2/12,
155,黔江区,0,2,0,2,2020/2/12,
156,彭水县,2,2,0,0,2020/2/12,
157,秀山县,0,1,0,1,2020/2/12,
158,武隆区,1,1,0,0,2020/2/12,
159,酉阳县,1,1,0,0,2020/2/12,
160,万盛经开区,1,1,0,0,2020/2/12,
161,青岛,38,53,1,14,2020/2/12,
162,济南,37,47,0,10,2020/2/12,
163,烟台,39,46,0,7,2020/2/12,
164,临沂,33,45,0,12,2020/2/12,
165,济宁,29,43,0,14,2020/2/12,
166,潍坊,36,41,0,5,2020/2/12,
167,威海,29,38,0,9,2020/2/12,
168,聊城,35,38,0,3,2020/2/12,
169,德州,28,35,1,6,2020/2/12,
170,泰安,28,32,0,4,2020/2/12,
171,淄博,22,23,0,1,2020/2/12,
172,枣庄,19,23,0,4,2020/2/12,
173,菏泽,11,18,0,7,2020/2/12,
174,日照,13,15,0,2,2020/2/12,
175,滨州,6,12,0,6,2020/2/12,
176,成都,88,131,1,42,2020/2/12,
177,甘孜州,34,37,0,3,2020/2/12,
178,达州,31,36,0,5,2020/2/12,
179,南充,29,35,0,6,2020/2/12,
180,广安,25,30,0,5,2020/2/12,
181,绵阳,18,22,0,4,2020/2/12,
182,巴中,21,22,0,1,2020/2/12,
183,内江,18,21,0,3,2020/2/12,
184,泸州,17,19,0,2,2020/2/12,
185,德阳,17,17,0,0,2020/2/12,
186,攀枝花,4,13,0,9,2020/2/12,
187,宜宾,8,11,0,3,2020/2/12,
188,遂宁,6,10,0,4,2020/2/12,
189,凉山州,7,10,0,3,2020/2/12,
190,自贡,7,9,0,2,2020/2/12,
191,眉山,6,8,0,2,2020/2/12,
192,雅安,5,7,0,2,2020/2/12,
193,广元,5,6,0,1,2020/2/12,
194,乐山,1,3,0,2,2020/2/12,
195,资阳,1,3,0,2,2020/2/12,
196,阿坝州,1,1,0,0,2020/2/12,
197,哈尔滨,143,159,1,15,2020/2/12,
198,绥化,38,45,4,3,2020/2/12,
199,鸡西,43,44,0,1,2020/2/12,
200,双鸭山,36,39,2,1,2020/2/12,
201,齐齐哈尔,28,33,1,4,2020/2/12,
202,七台河,15,16,0,1,2020/2/12,
203,大庆,14,15,1,0,2020/2/12,
204,佳木斯,10,15,0,5,2020/2/12,
205,牡丹江,11,12,0,1,2020/2/12,
206,黑河,10,10,0,0,2020/2/12,
207,鹤岗,4,5,0,1,2020/2/12,
208,大兴安岭,2,2,0,0,2020/2/12,
209,朝阳区,56,56,0,0,2020/2/12,
210,海淀区,56,56,0,0,2020/2/12,
211,西城区,46,46,0,0,2020/2/12,
212,大兴区,36,38,0,2,2020/2/12,
213,丰台区,33,36,0,3,2020/2/12,
214,外地来京人员,24,26,0,2,2020/2/12,
215,昌平区,24,24,0,0,2020/2/12,
216,通州区,16,17,0,1,2020/2/12,
217,房山区,14,14,0,0,2020/2/12,
218,石景山区,13,13,0,0,2020/2/12,
219,东城区,12,12,0,0,2020/2/12,
220,顺义区,10,10,0,0,2020/2/12,
221,怀柔区,7,7,0,0,2020/2/12,
222,密云区,7,7,0,0,2020/2/12,
223,门头沟区,3,3,0,0,2020/2/12,
224,延庆区,1,1,0,0,2020/2/12,
225,外地来沪人员,73,101,1,27,2020/2/12,
226,浦东新区,44,56,0,12,2020/2/12,
227,宝山区,19,20,0,1,2020/2/12,
228,闵行区,14,18,0,4,2020/2/12,
229,徐汇区,15,17,0,2,2020/2/12,
230,静安区,13,16,0,3,2020/2/12,
231,松江区,13,14,0,1,2020/2/12,
232,长宁区,10,13,0,3,2020/2/12,
233,普陀区,11,11,0,0,2020/2/12,
234,奉贤区,8,9,0,1,2020/2/12,
235,杨浦区,7,8,0,1,2020/2/12,
236,嘉定区,7,8,0,1,2020/2/12,
237,虹口区,5,7,0,2,2020/2/12,
238,黄浦区,5,6,0,1,2020/2/12,
239,青浦区,3,5,0,2,2020/2/12,
240,金山区,2,3,0,1,2020/2/12,
241,崇明区,3,3,0,0,2020/2/12,
242,福州,49,64,0,15,2020/2/12,
243,莆田,46,54,0,8,2020/2/12,
244,泉州,31,44,0,13,2020/2/12,
245,厦门,30,34,0,4,2020/2/12,
246,宁德,20,25,0,5,2020/2/12,
247,南平,17,20,0,3,2020/2/12,
248,漳州,15,19,0,4,2020/2/12,
249,三明,12,13,0,1,2020/2/12,
250,龙岩,5,6,0,1,2020/2/12,
251,沧州,28,42,2,12,2020/2/12,
252,唐山,31,35,0,4,2020/2/12,
253,保定,20,31,0,11,2020/2/12,
254,邯郸,26,31,0,5,2020/2/12,
255,廊坊,18,29,0,11,2020/2/12,
256,石家庄,23,27,0,4,2020/2/12,
257,张家口,21,25,0,4,2020/2/12,
258,邢台,12,21,1,8,2020/2/12,
259,秦皇岛,7,9,0,2,2020/2/12,
260,衡水,4,8,0,4,2020/2/12,
261,承德,6,7,0,1,2020/2/12,
262,西安,98,114,0,16,2020/2/12,
263,安康,17,22,0,5,2020/2/12,
264,汉中,20,21,0,1,2020/2/12,
265,咸阳,13,17,0,4,2020/2/12,
266,渭南,14,14,0,0,2020/2/12,
267,宝鸡,6,13,0,7,2020/2/12,
268,延安,2,8,0,6,2020/2/12,
269,铜川,4,8,0,4,2020/2/12,
270,商洛,6,7,0,1,2020/2/12,
271,榆林,2,3,0,1,2020/2/12,
272,韩城,1,1,0,0,2020/2/12,
273,杨凌,1,1,0,0,2020/2/12,
274,南宁,34,44,0,10,2020/2/12,
275,北海,34,39,1,4,2020/2/12,
276,桂林,26,31,0,5,2020/2/12,
277,柳州,16,22,0,6,2020/2/12,
278,河池,20,21,1,0,2020/2/12,
279,防城港,16,17,0,1,2020/2/12,
280,来宾,11,11,0,0,2020/2/12,
281,玉林,8,9,0,1,2020/2/12,
282,钦州,8,8,0,0,2020/2/12,
283,贵港,8,8,0,0,2020/2/12,
284,梧州,0,5,0,5,2020/2/12,
285,贺州,4,4,0,0,2020/2/12,
286,百色,3,3,0,0,2020/2/12,
287,三亚,42,54,1,11,2020/2/12,
288,海口,19,29,0,10,2020/2/12,
289,儋州,14,15,0,1,2020/2/12,
290,万宁,12,13,0,1,2020/2/12,
291,澄迈,6,8,0,1,2020/2/12,
292,昌江,7,7,0,0,2020/2/12,
293,临高,5,6,0,1,2020/2/12,
294,琼海,5,6,0,0,2020/2/12,
295,陵水,4,4,0,0,2020/2/12,
296,东方,2,3,0,1,2020/2/12,
297,定安,2,3,0,0,2020/2/12,
298,文昌,3,3,0,0,2020/2/12,
299,保亭,3,3,0,0,2020/2/12,
300,乐东,2,2,0,0,2020/2/12,
301,琼中,0,1,0,1,2020/2/12,
302,昆明,41,48,0,7,2020/2/12,
303,西双版纳,13,15,0,2,2020/2/12,
304,玉溪,11,14,0,3,2020/2/12,
305,昭通,12,14,0,2,2020/2/12,
306,曲靖,12,13,0,1,2020/2/12,
307,大理州,10,13,0,3,2020/2/12,
308,保山,9,9,0,0,2020/2/12,
309,丽江,5,7,0,2,2020/2/12,
310,红河州,4,7,0,3,2020/2/12,
311,德宏州,3,5,0,2,2020/2/12,
312,普洱,4,4,0,0,2020/2/12,
313,楚雄州,4,4,0,0,2020/2/12,
314,文山州,2,2,0,0,2020/2/12,
315,临沧,1,1,0,0,2020/2/12,
316,贵阳,30,33,0,3,2020/2/12,
317,遵义,24,25,0,1,2020/2/12,
318,毕节,20,22,0,2,2020/2/12,
319,黔南州,14,17,0,3,2020/2/12,
320,铜仁,5,10,0,5,2020/2/12,
321,六盘水,8,10,1,1,2020/2/12,
322,黔东南州,8,10,0,2,2020/2/12,
323,黔西南州,1,4,0,3,2020/2/12,
324,安顺,4,4,0,0,2020/2/12,
325,晋中,27,35,0,8,2020/2/12,
326,运城,11,19,0,8,2020/2/12,
327,太原,15,18,0,3,2020/2/12,
328,大同,8,12,0,4,2020/2/12,
329,长治,8,8,0,0,2020/2/12,
330,晋城,6,8,0,2,2020/2/12,
331,朔州,5,7,0,2,2020/2/12,
332,忻州,7,7,0,0,2020/2/12,
333,吕梁,1,6,0,5,2020/2/12,
334,阳泉,4,4,0,0,2020/2/12,
335,临汾,1,2,0,1,2020/2/12,
336,宝坻区,41,44,2,1,2020/2/12,
337,河东区,11,14,1,2,2020/2/12,
338,河北区,10,12,0,2,2020/2/12,
339,和平区,5,6,0,1,2020/2/12,
340,外地来津人员,5,6,0,1,2020/2/12,
341,北辰区,6,6,0,0,2020/2/12,
342,南开区,6,6,0,0,2020/2/12,
343,河西区,3,4,0,1,2020/2/12,
344,西青区,2,4,0,2,2020/2/12,
345,宁河区,4,4,0,0,2020/2/12,
346,东丽区,4,4,0,0,2020/2/12,
347,滨海新区,3,3,0,0,2020/2/12,
348,红桥区,1,2,0,1,2020/2/12,
349,津南区,1,1,0,0,2020/2/12,
350,武清区,1,1,0,0,2020/2/12,
351,沈阳,21,28,0,7,2020/2/12,
352,大连,12,16,0,4,2020/2/12,
353,锦州,11,12,0,1,2020/2/12,
354,葫芦岛,10,11,1,0,2020/2/12,
355,盘锦,11,11,0,0,2020/2/12,
356,阜新,8,8,0,0,2020/2/12,
357,铁岭,6,7,0,1,2020/2/12,
358,丹东,4,7,0,3,2020/2/12,
359,朝阳,4,6,0,2,2020/2/12,
360,本溪,2,3,0,1,2020/2/12,
361,辽阳,2,3,0,1,2020/2/12,
362,鞍山,3,3,0,0,2020/2/12,
363,营口,0,1,0,1,2020/2/12,
364,兰州,19,35,2,14,2020/2/12,
365,天水,6,12,0,6,2020/2/12,
366,定西,6,8,0,2,2020/2/12,
367,平凉,7,8,0,1,2020/2/12,
368,甘南,6,7,0,1,2020/2/12,
369,白银,4,4,0,0,2020/2/12,
370,陇南,3,4,0,1,2020/2/12,
371,临夏,0,3,0,3,2020/2/12,
372,庆阳,2,3,0,1,2020/2/12,
373,张掖,0,2,0,2,2020/2/12,
374,金昌,0,1,0,1,2020/2/12,
375,长春,31,42,0,11,2020/2/12,
376,四平市,10,13,0,2,2020/2/12,
377,公主岭,4,6,0,2,2020/2/12,
378,辽源,5,6,0,1,2020/2/12,
379,吉林市,2,5,0,3,2020/2/12,
380,延边,3,5,0,2,2020/2/12,
381,通化,3,3,0,0,2020/2/12,
382,松原,1,2,0,1,2020/2/12,
383,梅河口,1,1,0,0,2020/2/12,
384,白城,1,1,0,0,2020/2/12,
385,银川,20,32,0,12,2020/2/12,
386,吴忠,16,22,0,6,2020/2/12,
387,固原,3,5,0,2,2020/2/12,
388,中卫,1,3,0,2,2020/2/12,
389,宁东,0,1,0,1,2020/2/12,
390,石嘴山,0,1,0,1,2020/2/12,
391,乌鲁木齐,19,21,0,2,2020/2/12,
392,伊犁州,14,14,0,0,2020/2/12,
393,兵团第四师,10,10,0,0,2020/2/12,
394,兵团第九师,4,4,0,0,2020/2/12,
395,昌吉州,4,4,0,0,2020/2/12,
396,巴州,3,3,0,0,2020/2/12,
397,兵团第八师石河子市,1,2,1,0,2020/2/12,
398,吐鲁番市,0,1,0,1,2020/2/12,
399,兵团第七师,1,1,0,0,2020/2/12,
400,阿克苏地区,1,1,0,0,2020/2/12,
401,兵团第六师五家渠市,1,1,0,0,2020/2/12,
402,兵团第十二师,1,1,0,0,2020/2/12,
403,鄂尔多斯,9,11,0,2,2020/2/12,
404,包头,11,11,0,0,2020/2/12,
405,呼和浩特,7,7,0,0,2020/2/12,
406,呼伦贝尔,5,6,0,1,2020/2/12,
407,通辽,6,6,0,0,2020/2/12,
408,巴彦淖尔,6,6,0,0,2020/2/12,
409,赤峰,3,5,0,2,2020/2/12,
410,锡林郭勒盟,2,3,0,1,2020/2/12,
411,乌兰察布,3,3,0,0,2020/2/12,
412,乌海市,2,2,0,0,2020/2/12,
413,兴安盟,1,1,0,0,2020/2/12,
414,西宁,6,15,0,9,2020/2/12,
415,海北州,1,3,0,2,2020/2/12,
416,拉萨,0,1,0,1,2020/2/12,
417,武汉,32952,35991,1016,2023,2020/2/13,
418,孝感,2697,3009,57,255,2020/2/13,
419,黄冈,2204,2791,59,528,2020/2/13,
420,荆州,1257,1447,27,163,2020/2/13,
421,随州,1118,1206,16,72,2020/2/13,
422,襄阳,1022,1111,16,73,2020/2/13,
423,鄂州,977,1125,32,116,2020/2/13,
424,黄石,795,943,11,137,2020/2/13,
425,宜昌,782,877,13,82,2020/2/13,
426,荆门,771,901,25,105,2020/2/13,
427,咸宁,625,732,8,99,2020/2/13,
428,十堰,495,586,2,89,2020/2/13,
429,仙桃,425,500,17,58,2020/2/13,
430,天门,385,416,10,21,2020/2/13,
431,恩施州,173,237,4,60,2020/2/13,
432,潜江,88,104,5,11,2020/2/13,
433,神农架林区,2,10,0,8,2020/2/13,
434,深圳,306,400,0,94,2020/2/13,
435,广州,235,328,0,93,2020/2/13,
436,东莞,66,73,0,7,2020/2/13,
437,珠海,64,91,0,27,2020/2/13,
438,佛山,64,82,0,18,2020/2/13,
439,中山,38,64,0,26,2020/2/13,
440,惠州,38,56,0,18,2020/2/13,
441,江门,19,22,0,3,2020/2/13,
442,汕头,16,25,0,9,2020/2/13,
443,湛江,11,22,0,11,2020/2/13,
444,茂名,10,13,0,3,2020/2/13,
445,肇庆,9,17,1,7,2020/2/13,
446,阳江,8,13,0,5,2020/2/13,
447,梅州,7,14,0,7,2020/2/13,
448,清远,5,12,0,7,2020/2/13,
449,韶关,5,8,0,3,2020/2/13,
450,潮州,5,5,0,0,2020/2/13,
451,揭阳,4,8,0,4,2020/2/13,
452,汕尾,4,5,0,1,2020/2/13,
453,河源,2,3,0,1,2020/2/13,
454,信阳,182,243,1,60,2020/2/13,
455,南阳,99,146,2,45,2020/2/13,
456,驻马店,87,137,0,50,2020/2/13,
457,郑州,80,142,0,62,2020/2/13,
458,商丘,61,88,2,25,2020/2/13,
459,周口,46,69,0,23,2020/2/13,
460,新乡,43,55,2,10,2020/2/13,
461,平顶山,37,57,1,19,2020/2/13,
462,安阳,34,50,0,16,2020/2/13,
463,许昌,31,37,0,6,2020/2/13,
464,洛阳,26,30,0,4,2020/2/13,
465,漯河,25,33,0,8,2020/2/13,
466,焦作,23,29,1,5,2020/2/13,
467,开封,17,25,0,8,2020/2/13,
468,鹤壁,15,19,0,4,2020/2/13,
469,濮阳,12,13,0,1,2020/2/13,
470,济源,4,4,0,0,2020/2/13,
471,三门峡,3,7,0,4,2020/2/13,
472,温州,337,496,0,159,2020/2/13,
473,宁波,118,153,0,35,2020/2/13,
474,杭州,96,165,0,69,2020/2/13,
475,台州,92,144,0,52,2020/2/13,
476,嘉兴,32,42,0,10,2020/2/13,
477,金华,31,55,0,24,2020/2/13,
478,绍兴,26,42,0,16,2020/2/13,
479,衢州,13,21,0,8,2020/2/13,
480,丽水,7,17,0,10,2020/2/13,
481,湖州,6,10,0,4,2020/2/13,
482,舟山,5,10,0,5,2020/2/13,
483,蚌埠,141,149,5,3,2020/2/13,
484,合肥,128,166,1,37,2020/2/13,
485,阜阳,123,146,0,23,2020/2/13,
486,亳州,87,106,0,19,2020/2/13,
487,六安,53,61,0,8,2020/2/13,
488,安庆,49,81,0,32,2020/2/13,
489,宿州,29,39,0,10,2020/2/13,
490,马鞍山,25,34,0,9,2020/2/13,
491,芜湖,23,31,0,8,2020/2/13,
492,淮北,19,25,0,6,2020/2/13,
493,铜陵,18,28,0,10,2020/2/13,
494,淮南,17,23,0,6,2020/2/13,
495,池州,13,17,0,4,2020/2/13,
496,滁州,9,13,0,4,2020/2/13,
497,黄山,8,9,0,1,2020/2/13,
498,宣城,2,6,0,4,2020/2/13,
499,南昌,149,217,0,68,2020/2/13,
500,上饶,104,122,0,18,2020/2/13,
501,九江,98,114,0,16,2020/2/13,
502,新余,93,124,0,31,2020/2/13,
503,宜春,83,101,0,18,2020/2/13,
504,赣州,63,76,1,12,2020/2/13,
505,抚州,57,71,0,14,2020/2/13,
506,萍乡,29,31,0,2,2020/2/13,
507,鹰潭,16,18,0,2,2020/2/13,
508,吉安,15,20,0,5,2020/2/13,
509,景德镇,4,5,0,1,2020/2/13,
510,赣江新区,1,1,0,0,2020/2/13,
511,长沙,172,238,0,66,2020/2/13,
512,岳阳,104,149,1,44,2020/2/13,
513,邵阳,58,100,1,41,2020/2/13,
514,株洲,56,77,0,21,2020/2/13,
515,常德,51,78,0,27,2020/2/13,
516,娄底,48,73,0,25,2020/2/13,
517,益阳,37,59,0,22,2020/2/13,
518,湘潭,22,34,0,12,2020/2/13,
519,衡阳,20,46,0,26,2020/2/13,
520,永州,20,43,0,23,2020/2/13,
521,郴州,17,39,0,22,2020/2/13,
522,怀化,13,39,0,26,2020/2/13,
523,湘西自治州,2,8,0,6,2020/2/13,
524,张家界,2,5,0,3,2020/2/13,
525,苏州,68,85,0,17,2020/2/13,
526,南京,64,91,0,27,2020/2/13,
527,徐州,56,76,0,20,2020/2/13,
528,淮安,45,56,0,11,2020/2/13,
529,无锡,36,51,0,15,2020/2/13,
530,连云港,35,45,0,10,2020/2/13,
531,常州,32,43,0,11,2020/2/13,
532,南通,28,39,0,11,2020/2/13,
533,泰州,22,37,0,15,2020/2/13,
534,盐城,20,26,0,6,2020/2/13,
535,扬州,14,20,0,6,2020/2/13,
536,镇江,10,12,0,2,2020/2/13,
537,宿迁,6,12,0,6,2020/2/13,
538,万州区,74,104,3,27,2020/2/13,
539,江北区,24,26,0,2,2020/2/13,
540,綦江区,21,22,0,1,2020/2/13,
541,合川区,18,23,0,5,2020/2/13,
542,垫江县,17,20,0,3,2020/2/13,
543,渝中区,17,20,0,3,2020/2/13,
544,九龙坡区,16,20,1,3,2020/2/13,
545,奉节县,16,20,0,4,2020/2/13,
546,潼南区,15,16,0,1,2020/2/13,
547,南岸区,14,15,0,1,2020/2/13,
548,两江新区,13,17,0,4,2020/2/13,
549,大足区,13,14,0,1,2020/2/13,
550,渝北区,11,15,0,4,2020/2/13,
551,忠县,10,19,0,9,2020/2/13,
552,云阳县,9,22,0,13,2020/2/13,
553,长寿区,9,17,0,8,2020/2/13,
554,石柱县,9,14,0,5,2020/2/13,
555,丰都县,9,10,0,1,2020/2/13,
556,荣昌区,8,8,0,0,2020/2/13,
557,沙坪坝区,8,8,0,0,2020/2/13,
558,开州区,7,20,1,12,2020/2/13,
559,铜梁区,7,8,0,1,2020/2/13,
560,巫溪县,6,13,0,7,2020/2/13,
561,巫山县,5,10,0,5,2020/2/13,
562,璧山区,5,8,0,3,2020/2/13,
563,巴南区,5,6,0,1,2020/2/13,
564,永川区,4,5,0,1,2020/2/13,
565,大渡口区,3,7,0,4,2020/2/13,
566,江津区,3,4,0,1,2020/2/13,
567,高新区,3,4,0,1,2020/2/13,
568,梁平区,2,4,0,2,2020/2/13,
569,涪陵区,2,3,0,1,2020/2/13,
570,彭水县,2,2,0,0,2020/2/13,
571,武隆区,1,1,0,0,2020/2/13,
572,酉阳县,1,1,0,0,2020/2/13,
573,万盛经开区,1,1,0,0,2020/2/13,
574,城口县,0,2,0,2,2020/2/13,
575,黔江区,0,2,0,2,2020/2/13,
576,秀山县,0,1,0,1,2020/2/13,
577,青岛,37,55,1,17,2020/2/13,
578,济南,36,47,0,11,2020/2/13,
579,潍坊,35,41,0,6,2020/2/13,
580,聊城,35,38,0,3,2020/2/13,
581,烟台,34,46,0,12,2020/2/13,
582,济宁,31,46,0,15,2020/2/13,
583,威海,29,38,0,9,2020/2/13,
584,泰安,28,32,0,4,2020/2/13,
585,德州,27,35,1,7,2020/2/13,
586,淄博,24,28,0,4,2020/2/13,
587,临沂,22,47,0,25,2020/2/13,
588,枣庄,19,23,0,4,2020/2/13,
589,日照,13,15,0,2,2020/2/13,
590,菏泽,9,18,0,9,2020/2/13,
591,滨州,6,14,0,8,2020/2/13,
592,哈尔滨,143,164,3,18,2020/2/13,
593,双鸭山,45,48,2,1,2020/2/13,
594,鸡西,43,44,0,1,2020/2/13,
595,绥化,34,45,4,7,2020/2/13,
596,齐齐哈尔,27,36,1,8,2020/2/13,
597,大庆,16,18,1,1,2020/2/13,
598,七台河,15,16,0,1,2020/2/13,
599,黑河,13,13,0,0,2020/2/13,
600,牡丹江,11,12,0,1,2020/2/13,
601,佳木斯,8,15,0,7,2020/2/13,
602,鹤岗,4,5,0,1,2020/2/13,
603,大兴安岭,2,2,0,0,2020/2/13,
604,成都,91,135,1,43,2020/2/13,
605,甘孜州,40,43,0,3,2020/2/13,
606,达州,31,36,0,5,2020/2/13,
607,南充,28,35,0,7,2020/2/13,
608,巴中,23,24,0,1,2020/2/13,
609,广安,22,30,0,8,2020/2/13,
610,绵阳,17,22,0,5,2020/2/13,
611,泸州,17,19,0,2,2020/2/13,
612,德阳,17,17,0,0,2020/2/13,
613,内江,16,21,0,5,2020/2/13,
614,自贡,7,9,0,2,2020/2/13,
615,遂宁,6,10,0,4,2020/2/13,
616,凉山州,6,10,0,4,2020/2/13,
617,眉山,6,8,0,2,2020/2/13,
618,宜宾,5,11,0,6,2020/2/13,
619,雅安,5,7,0,2,2020/2/13,
